MEMBER_RATING;OPTIN_TIME;OPTIN_IP;CONFIRM_TIME;CONFIRM_IP;LATITUDE;LONGITUDE;GMTOFF;DSTOFF;TIMEZONE;CC;REGION;LAST_CHANGED;LEID;EUID;NOTES;TAGS
4;2012-10-08 12:45:51;;2019-03-24 19:33:32;;48.8770000;2.3354000;;;;fr;idf;2019-03-24 19:33:32;75874203;718b09827e;;
5;2013-10-06 22:17:57;;2019-03-24 19:33:44;;;;;;;;;2019-03-24 19:33:44;75891027;342d9eea4c;;
2;2014-10-20 19:47:23;;2019-03-24 19:33:23;;;;;;;;;2019-03-24 19:33:23;75862155;edc48cb862;;
5;2012-06-29 08:54:09;;2019-03-24 19:33:27;;48.8929000;2.4594400;;;;fr;idf;2019-03-24 19:33:27;75866975;80e0d3f443;;
2;2015-05-13 05:03:16;;2019-03-24 19:33:36;;;;;;;;;2019-03-24 19:33:36;75879391;45d4dc8a02;;
5;2017-12-12 06:56:52;;2019-03-24 19:33:41;;52.5343000;13.4233000;;;;de;be;2019-03-24 19:33:41;75886995;565a918949;;
5;2012-06-29 08:54:21;;2019-03-24 19:33:31;;48.8770000;2.3354000;;;;fr;idf;2019-03-24 19:33:31;75871987;215065ded5;;
5;2012-06-29 08:55:08;;2019-03-24 19:33:43;;30.2943000;'-97.7636000;;;512/737;us;tx;2019-03-24 19:33:43;75889475;3ec2ce7099;;
2;2013-03-18 00:28:12;;2019-03-24 19:33:38;;;;;;;;;2019-03-24 19:33:38;75883031;192ad04f0d;;
2;2015-03-27 19:52:14;;2019-03-24 19:33:33;;40.4297000;'-74.4073000;;;732/848;us;nj;2019-03-24 19:33:33;75875155;19feb90d35;;
2;2012-06-29 08:54:20;;2019-03-24 19:33:30;;52.3860000;5.2316700;;;;nl;fl;2019-03-24 19:33:30;75870931;c629e4b8c3;;
2;2015-10-24 16:03:45;;2019-03-24 19:33:48;;;;;;;;;2019-03-24 19:33:48;75896471;fbf2c3ac40;;
2;2012-06-29 08:54:20;;2019-03-24 19:33:29;;;;;;;;;2019-03-24 19:33:29;75870371;4bcd8e3ada;;
2;2012-10-08 14:18:13;;2019-03-24 19:33:32;;;;;;;;;2019-03-24 19:33:32;75874267;f0d0a81976;;
2;2014-09-01 05:55:59;;2019-03-24 19:33:58;;'-34.4429000;150.8740000;;;;au;nsw;2019-03-24 19:33:58;75909767;38670f60b0;;
2;2012-06-29 08:55:03;;2019-03-24 19:33:41;;;;;;;;;2019-03-24 19:33:41;75886623;66db14ac94;;
2;2015-02-07 18:34:32;;2019-03-24 19:33:29;;;;;;;;;2019-03-24 19:33:29;75869827;d6216f8520;;
5;2012-06-29 08:55:21;;2019-03-24 19:33:46;;37.3482000;'-122.0320000;;;408/669;us;ca;2019-03-24 19:33:46;75893911;9f7bd10105;;
5;2012-06-29 08:54:41;;2019-03-24 19:33:35;;;;;;;;;2019-03-24 19:33:35;75878919;a98307d493;;
4;2019-08-28 03:39:39;;2019-08-28 03:39:39;115.73.208.183;10.7694000;106.6820000;;;;vn;sg;2019-09-17 07:46:12;92171915;aa3f6136fa;;
4;2015-03-29 14:55:04;;2019-03-24 19:33:33;;;;;;;;;2019-03-24 19:33:33;75875383;62efcf23b8;;
2;2014-12-17 22:05:03;;2019-03-24 19:33:27;;34.0483000;'-118.3420000;;;323;us;ca;2019-03-24 19:33:27;75867159;1585e7e641;;
3;2018-03-02 00:18:35;;2019-03-24 19:33:44;;14.0941000;'-87.2067000;;;;hn;fm;2019-03-24 19:33:44;75891099;e124f497b4;;
5;2014-03-11 08:04:36;;2019-03-24 19:33:51;;41.9726000;'-87.6667000;;;773;us;il;2019-03-24 19:33:51;75900547;fdad956796;;
5;2015-09-22 13:17:10;;2019-03-24 19:33:44;;51.5013000;'-0.2542170;;;;uk;hns;2019-03-24 19:33:44;75890795;8e4f7ca3ec;;
5;2016-01-06 19:39:59;;2019-03-24 19:33:52;;32.8638000;'-96.8740000;;;214/469/972;us;tx;2019-03-24 19:33:52;75901859;3bd7330d8a;;
2;2015-03-26 21:58:36;;2019-03-24 19:33:33;;;;;;;;;2019-03-24 19:33:33;75874859;31406219d1;;
2;2012-06-29 08:54:08;;2019-03-24 19:33:25;;;;;;;;;2019-03-24 19:33:25;75864875;b1f2db91e8;;
5;2012-09-03 22:54:40;;2019-03-24 19:33:30;;30.3665000;'-91.0925000;;;225;us;la;2019-03-24 19:33:30;75871687;4a4a286dc1;;
5;2015-02-22 19:46:19;;2019-03-24 19:33:30;;48.8923000;2.3443900;;;;fr;idf;2019-03-24 19:33:30;75871815;146beb2922;;
5;2018-01-09 20:56:40;;2019-03-24 19:33:42;;40.6664000;'-73.9855000;;;718/347;us;ny;2019-03-24 19:33:42;75887499;4a712514ad;;
4;2014-12-19 09:09:16;;2019-03-24 19:33:27;;'-15.4179000;28.2877000;;;;zm;9;2019-03-24 19:33:27;75867263;9cb5d57e90;;
2;2012-10-22 12:02:35;;2019-03-24 19:33:33;;;;;;;;;2019-03-24 19:33:33;75874895;5da1085eef;;
5;2015-05-07 10:31:30;;2019-03-24 19:33:35;;41.3807000;2.1777600;;;;es;b;2019-03-24 19:33:35;75878915;15737d9dd3;;
4;2012-11-05 12:47:31;;2019-03-24 19:33:33;;48.8299000;2.3264700;;;;fr;idf;2019-03-24 19:33:33;75875871;fd7bfa3b1a;;
5;2017-04-25 16:54:42;;2019-03-24 19:33:33;;37.9206000;'-122.3020000;;;510;us;ca;2019-03-24 19:33:33;75874855;41c883a42b;;
2;2015-03-27 15:48:45;;2019-03-24 19:33:33;;30.4249000;'-97.7140000;;;512/737;us;tx;2019-03-24 19:33:33;75875071;250d472037;;
2;2013-09-05 18:50:56;;2019-03-24 19:33:43;;;;;;;;;2019-03-24 19:33:43;75889011;3482c8b119;;
2;2012-06-29 08:54:47;;2019-03-24 19:33:37;;;;;;;;;2019-03-24 19:33:37;75881427;589de30eb6;;
5;2012-11-09 10:40:35;;2019-03-24 19:33:33;;48.8894000;2.3149400;;;;fr;idf;2019-03-24 19:33:33;75876147;b9a8620d02;;
2;2012-06-29 08:54:47;;2019-03-24 19:33:36;;;;;;;;;2019-03-24 19:33:36;75879467;0ff21971a8;;
5;2014-09-29 14:11:22;;2019-03-24 19:34:00;;3.0605700;101.7690000;;;;my;10;2019-03-24 19:34:00;75911855;d6401773e8;;
5;2016-05-19 09:38:58;;2019-03-24 19:33:26;;'-41.2948000;174.7710000;;;;nz;wgn;2019-03-24 19:33:26;75865735;40aef6cc2f;;
5;2012-06-29 08:55:39;;2019-03-24 19:33:51;;;;;;;;;2019-03-24 19:33:51;75900191;ec926f99e7;;
2;2016-02-01 15:30:27;;2019-03-24 19:33:57;;;;;;;;;2019-03-24 19:33:57;75907775;95e4f63bf3;;
5;2012-06-29 08:55:21;;2019-03-24 19:33:46;;48.8608000;2.3423400;;;;fr;idf;2019-03-24 19:33:46;75893715;3622cc73ec;;
2;2016-02-22 23:50:00;;2019-03-24 19:33:59;;;;;;;;;2019-03-24 19:33:59;75910583;a534b0c0d5;;
5;2017-10-27 07:41:19;;2019-03-24 19:33:40;;37.4056000;'-122.0780000;;;650;us;ca;2019-03-24 19:33:40;75884651;cb82763ea0;;
2;2012-06-29 08:56:35;;2019-03-24 19:33:26;;'-23.5113000;'-46.8768000;;;;br;sp;2019-03-24 19:33:26;75865727;007926296d;;
5;2012-06-29 08:55:21;;2019-03-24 19:33:47;;48.8553000;2.3146800;;;;fr;idf;2019-03-24 19:33:47;75894395;03b76d5d06;;
5;2012-06-29 08:54:20;;2019-03-24 19:33:30;;48.8412000;2.2912900;;;;fr;idf;2019-03-24 19:33:30;75870527;de6f7b8557;;
5;2019-07-29 15:25:51;;2019-07-29 15:25:51;107.77.225.195;40.8302000;'-73.9068000;;;347/718/929/917;us;ny;2019-07-29 15:25:51;90946023;1005ef78c2;;
4;2012-06-29 08:54:41;;2019-03-24 19:33:35;;'-37.7013000;145.0720000;;;;au;vic;2019-03-24 19:33:35;75877587;05e46e09c4;;
4;2012-07-17 05:42:49;;2019-03-24 19:33:29;;;;;;;;;2019-03-24 19:33:29;75870039;457a886495;;
5;2018-02-16 14:26:52;;2019-03-24 19:33:44;;35.1383000;'-89.7583000;;;901;us;tn;2019-03-24 19:33:44;75890311;0401b61cdf;;
2;2013-09-29 19:15:02;;2019-03-24 19:33:44;;;;;;;;;2019-03-24 19:33:44;75890619;67f10f9084;;
2;2015-04-04 15:51:43;;2019-03-24 19:33:33;;;;;;;;;2019-03-24 19:33:33;75875835;eadf1639a7;;
5;2018-03-19 10:38:17;;2019-03-24 19:33:46;;51.3712000;'-0.4424240;;;;uk;sry;2019-03-24 19:33:46;75893235;cbae1c4ed1;;
2;2013-02-18 12:54:45;;2019-03-24 19:33:37;;;;;;;;;2019-03-24 19:33:37;75881403;f7544aa473;;
2;2017-10-23 15:49:20;;2019-03-24 19:33:39;;41.7441000;'-71.3150000;;;401;us;ri;2019-03-24 19:33:39;75883963;ab80367004;;
5;2016-05-16 14:57:02;;2019-03-24 19:33:25;;26.6620000;'-80.2593000;;;561;us;fl;2019-03-24 19:33:25;75864367;53470552d6;;
5;2019-05-25 14:35:22;;2019-05-25 14:35:22;64.110.213.129;50.4538000;'-104.6070000;'-6;'-6;306;ca;sk;2019-05-25 14:35:22;88388507;b0f2a77546;;
5;2012-06-29 08:54:20;;2019-03-24 19:33:29;;59.3364000;17.9512000;;;;se;ab;2019-03-24 19:33:29;75869375;734801eac6;;
5;2017-10-23 07:54:46;;2019-03-24 19:33:39;;55.6583000;12.4690000;;;;dk;84;2019-03-24 19:33:39;75883667;00720c97f6;;
2;2014-11-20 00:48:38;;2019-03-24 19:33:25;;;;;;;;;2019-03-24 19:33:25;75864151;1ddafc6569;;
1;2015-09-20 02:08:43;;2019-03-24 19:33:44;;;;;;;;;2019-11-25 14:30:11;75890307;80ffb8d40e;;
2;2012-06-29 08:55:59;;2019-03-24 19:33:56;;;;;;;;;2019-03-24 19:33:56;75907039;68f1c7ad4e;;
2;2015-10-27 22:35:23;;2019-03-24 19:33:48;;;;;;;;;2019-03-24 19:33:48;75896903;9a4f810168;;
5;2012-06-29 08:54:21;;2019-03-24 19:33:31;;;;;;;;;2019-03-24 19:33:31;75873247;e7a5ac3037;;
3;2016-01-06 10:38:07;;2019-03-24 19:33:52;;48.8107000;2.3585900;;;;fr;idf;2019-03-24 19:33:52;75901815;f6db8591b8;;
2;2012-12-11 03:33:53;;2019-03-24 19:33:35;;49.2654000;'-123.1940000;;;604;ca;bc;2019-03-24 19:33:35;75878527;bb70fc8d4c;;
2;2014-10-19 20:06:19;;2019-03-24 19:33:23;;59.8832000;10.8054000;;;;no;3;2019-03-24 19:33:23;75861831;cc46779640;;
1;2014-09-05 14:35:29;;2019-03-24 19:33:58;;;;;;;;;2019-11-06 23:04:09;75910327;e9fdf1c22c;;
5;2014-01-06 07:21:05;;2019-03-24 19:33:48;;59.9648000;10.7947000;;;;no;3;2019-03-24 19:33:48;75896855;ba3e2a8e7e;;
3;2014-11-17 07:40:30;;2019-03-24 19:33:25;;37.4171000;'-122.1320000;;;650;us;ca;2019-03-24 19:33:25;75864007;5f32c3fe6e;;
5;2016-11-29 20:04:31;;2019-03-24 19:33:30;;42.4934000;'-71.2785000;;;781/339;us;ma;2019-03-24 19:33:30;75871643;73b300d8eb;;
5;2015-05-25 23:10:49;;2019-03-24 19:33:36;;36.9715000;'-121.9850000;;;831;us;ca;2019-03-24 19:33:36;75880067;06c1492c37;;
5;2014-11-25 11:26:16;;2019-03-24 19:33:25;;'-27.4676000;153.0280000;;;;au;qld;2019-03-24 19:33:25;75864659;57dcf684b3;;
2;2017-06-26 19:13:44;;2019-03-24 19:33:35;;37.4056000;'-122.0780000;;;650;us;ca;2019-03-24 19:33:35;75878107;e35cff20f7;;
4;2014-11-25 16:12:28;;2019-03-24 19:33:25;;51.5723000;'-0.3505920;;;;uk;hrw;2019-03-24 19:33:25;75864723;e89593d71b;;
2;2015-07-19 20:12:49;;2019-03-24 19:33:40;;51.2624000;'-1.1305100;;;;uk;ham;2019-03-24 19:33:40;75884983;2f1e3d9796;;
5;2019-09-26 15:18:44;;2019-09-26 15:18:44;195.85.247.129;;;;;;;;2019-09-26 15:18:44;93018060;c578cc132d;;
2;2018-10-09 16:53:43;;2019-03-24 19:33:55;;30.5124000;'-97.6703000;;;512/737;us;tx;2019-03-24 19:33:55;75905823;cd8d160cd4;;
5;2014-11-04 01:48:02;;2019-03-24 19:33:24;;51.4720000;'-0.1130340;;;;uk;lbh;2019-03-24 19:33:24;75863403;96f6ee25ad;;
2;2012-06-29 08:56:29;;2019-03-24 19:33:25;;48.8770000;2.3354000;;;;fr;idf;2019-03-24 19:33:25;75864399;661a6ff768;;
5;2012-06-29 08:55:45;;2019-03-24 19:33:55;;38.7835000;'-77.6552000;;;703/571;us;va;2019-03-24 19:33:55;75906015;28a0973cef;;
2;2012-06-29 08:56:29;;2019-03-24 19:33:25;;;;;;;;;2019-03-24 19:33:25;75864295;6cf4597496;;
2;2012-06-29 08:55:21;;2019-03-24 19:33:45;;52.3232000;4.8793200;;;;nl;nh;2019-03-24 19:33:45;75892803;24e9a95c13;;
5;2016-02-21 16:24:05;;2019-03-24 19:33:58;;;;;;;;;2019-03-24 19:33:58;75910267;5bed04f6db;;
5;2019-07-23 16:35:53;;2019-07-23 16:35:53;62.28.47.6;40.7642000;'-73.9874000;;;212/332/646/917;us;ny;2019-07-23 16:35:53;90770719;55ad88975e;;
2;2012-12-27 10:02:13;;2019-03-24 19:33:36;;;;;;;;;2019-03-24 19:33:36;75879567;dd4bfaa787;;
5;2012-11-19 13:03:16;;2019-03-24 19:33:34;;'-42.8833000;147.3240000;;;;au;tas;2019-03-24 19:33:34;75877015;c776551fc0;;
5;2019-01-08 12:00:19;;2019-03-24 19:33:58;;45.4580000;9.1627100;;;;it;mi;2019-03-24 19:33:58;75909559;7683d20a6d;;
5;2018-02-12 17:15:14;;2019-03-24 19:33:43;;48.8029000;2.2870500;;;;fr;idf;2019-03-24 19:33:43;75890015;f42fed37cb;;
5;2015-02-20 19:47:37;;2019-03-24 19:33:30;;40.9491000;'-73.7858000;;;914;us;ny;2019-03-24 19:33:30;75871715;132cd11120;;
5;2012-06-29 08:54:41;;2019-03-24 19:33:34;;48.8770000;2.3354000;;;;fr;idf;2019-03-24 19:33:34;75877443;06aeacc2a3;;
4;2012-06-29 08:56:03;;2019-03-24 19:34:01;;52.2457000;'-1.4011500;;;;uk;war;2019-03-24 19:34:01;75912799;ef8119770c;;
5;2018-02-12 09:24:55;;2019-03-24 19:33:43;;51.5286000;'-0.2979370;;;;uk;eal;2019-03-24 19:33:43;75889899;c047aefc4c;;
5;2018-01-21 23:54:34;;2019-03-24 19:33:42;;'-33.8417000;151.0840000;;;;au;nsw;2019-03-24 19:33:42;75888455;cb53a43900;;
2;2018-03-19 06:59:37;;2019-03-24 19:33:45;;;;;;;;;2019-03-24 19:33:45;75892475;e3046aa0d1;;
4;2016-03-07 21:55:18;;2019-03-24 19:33:59;;45.5294000;'-73.5800000;;;514;ca;qc;2019-03-24 19:33:59;75911711;e34ac1da54;;
2;2012-07-09 12:32:39;;2019-03-24 19:33:29;;;;;;;;;2019-03-24 19:33:29;75869443;1d0af4946f;;
2;2015-02-17 06:25:40;;2019-03-24 19:33:30;;;;;;;;;2019-03-24 19:33:30;75871143;9e755df3dd;;
5;2012-06-29 08:55:08;;2019-03-24 19:33:44;;48.8029000;2.2870500;;;;fr;idf;2019-03-24 19:33:44;75891171;f706d53217;;
2;2013-11-12 00:20:01;;2019-03-24 19:33:46;;38.5602000;'-121.4940000;;;916/279;us;ca;2019-03-24 19:33:46;75893975;c2faa105c7;;
4;2012-06-29 08:56:03;;2019-03-24 19:34:01;;'-37.7747000;175.2890000;;;;nz;wko;2019-03-24 19:34:01;75912707;7d86d77347;;
2;2019-11-03 08:23:44;;2019-11-03 08:23:44;90.229.211.198;;;;;;;;2019-11-03 08:23:44;188185231;e4cb4782d4;;
5;2013-09-17 17:26:28;;2019-03-24 19:33:43;;37.4945000;'-122.2700000;;;650;us;ca;2019-03-24 19:33:43;75889743;120e7a6f6c;;
5;2012-10-23 23:43:23;;2019-03-24 19:33:33;;37.4056000;'-122.0780000;;;650;us;ca;2019-03-24 19:33:33;75875195;2a1b7255d1;;
5;2015-11-02 04:32:25;;2019-03-24 19:33:49;;34.0602000;'-118.4360000;;;310/424;us;ca;2019-03-24 19:33:49;75897199;bbb28c8f5f;;
2;2017-02-26 06:01:51;;2019-03-24 19:33:32;;19.0722000;72.8805000;;;;in;mh;2019-03-24 19:33:32;75873767;2b851fadca;;
5;2015-10-05 21:09:49;;2019-03-24 19:33:45;;52.3930000;4.6483100;;;;nl;nh;2019-03-24 19:33:45;75892539;4ac2de4e0e;;
5;2012-06-29 08:54:41;;2019-03-24 19:33:33;;42.3942000;'-71.1802000;;;781/339;us;ma;2019-03-24 19:33:33;75876011;0b00f6bdd7;;
4;2017-10-05 08:23:13;;2019-03-24 19:33:38;;52.3819000;4.8950600;;;;nl;nh;2019-03-24 19:33:38;75882975;6b0e6839c9;;
5;2012-06-29 08:54:47;;2019-03-24 19:33:38;;;;;;;;;2019-03-24 19:33:38;75882339;f16a3915c2;;
2;2012-06-29 08:56:03;;2019-03-24 19:34:02;;37.8975000;'-122.1120000;;;925;us;ca;2019-03-24 19:34:02;75912975;d06a01a5e1;;
2;2017-10-26 14:03:54;;2019-03-24 19:33:39;;43.5355000;'-79.6915000;;;905;ca;on;2019-03-24 19:33:39;75884499;7d61516922;;
2;2015-03-18 00:46:27;;2019-03-24 19:33:32;;;;;;;;;2019-03-24 19:33:32;75874131;813b227439;;
5;2012-06-29 08:55:21;;2019-03-24 19:33:46;;45.5308000;'-73.5556000;;;514;ca;qc;2019-03-24 19:33:46;75893095;cf5f308145;;
5;2016-10-10 06:18:00;;2019-03-24 19:33:29;;37.7868000;'-122.3960000;;;415/510/650/628;us;ca;2019-03-24 19:33:29;75870307;caed905d5f;;
2;2016-03-28 15:31:22;;2019-03-24 19:34:00;;;;;;;;;2019-03-24 19:34:00;75912519;264d898dc9;;
4;2013-03-05 06:51:22;;2019-03-24 19:33:38;;'-27.4832000;153.0640000;;;;au;qld;2019-03-24 19:33:38;75882543;01fb3a8b36;;
2;2012-06-29 08:55:45;;2019-03-24 19:33:56;;;;;;;;;2019-03-24 19:33:56;75906487;c55f70b015;;
5;2016-02-01 15:30:27;;2019-03-24 19:33:57;;'-31.9350000;115.9000000;;;;au;wa;2019-03-24 19:33:57;75908307;2314bdb6d0;;
3;2012-06-29 08:56:29;;2019-03-24 19:33:26;;43.0706000;'-87.9062000;;;414;us;wi;2019-03-24 19:33:26;75865131;3e54268ed7;;
5;2012-06-29 08:55:39;;2019-03-24 19:33:50;;37.4056000;'-122.0780000;;;650;us;ca;2019-03-24 19:33:50;75899423;8588582015;;
3;2012-06-29 08:55:26;;2019-03-24 19:33:49;;40.4246000;'-3.7015700;;;;es;m;2019-03-24 19:33:49;75897699;b0908e0192;;
2;2015-08-01 04:16:21;;2019-03-24 19:33:41;;10.7694000;106.6820000;;;;vn;sg;2019-03-24 19:33:41;75886175;27d853bde8;;
2;2012-07-09 11:50:20;;2019-03-24 19:33:29;;;;;;;;;2019-03-24 19:33:29;75869411;baa6b96142;;
5;2019-05-29 06:56:10;;2019-05-29 06:56:10;98.164.236.196;33.6951000;'-117.8220000;'-8;'-7;949;us;ca;2019-05-29 06:56:10;88487479;5e5d9f8466;;
2;2015-10-16 16:06:28;;2019-03-24 19:33:47;;;;;;;;;2019-03-24 19:33:47;75894407;593f2a3bb7;;
5;2014-02-03 21:06:34;;2019-03-24 19:33:50;;37.7945000;'-122.4180000;;;415/628;us;ca;2019-03-24 19:33:50;75899059;2668d687a1;;
5;2012-06-29 08:55:08;;2019-03-24 19:33:43;;1.2830000;103.8500000;;;;sg;1;2019-03-24 19:33:43;75889687;d56139b1b9;;
5;2015-10-03 16:18:27;;2019-03-24 19:33:45;;40.6664000;'-73.9855000;;;718/347;us;ny;2019-03-24 19:33:45;75891979;42e9a75785;;
4;2016-03-28 18:28:45;;2019-03-24 19:34:00;;14.6500000;121.0330000;;;;ph;man;2019-03-24 19:34:00;75912583;f3eb431023;;
5;2016-02-01 15:30:27;;2019-03-24 19:33:56;;'-33.8699000;151.2040000;;;;au;nsw;2019-03-24 19:33:56;75907623;f8ed1edd05;;
5;2013-05-06 09:54:54;;2019-03-24 19:33:40;;45.8936000;6.1337200;;;;fr;ara;2019-03-24 19:33:40;75885251;0b438ccc5f;;
2;2012-06-29 08:55:39;;2019-03-24 19:33:51;;;;;;;;;2019-03-24 19:33:51;75900895;bfb15e813f;;
4;2016-12-10 07:50:25;;2019-03-24 19:33:31;;;;;;;;;2019-03-24 19:33:31;75872675;7258f48533;;
5;2017-06-12 21:06:24;;2019-03-24 19:33:34;;40.7324000;'-73.9895000;;;212/332/646/917;us;ny;2019-03-24 19:33:34;75876723;1b7c847b0d;;
2;2017-10-27 01:29:53;;2019-03-24 19:33:39;;;;;;;;;2019-03-24 19:33:39;75884587;51bbc9aa02;;
5;2015-11-01 18:10:18;;2019-03-24 19:33:49;;60.1714000;24.9334000;;;;fi;18;2019-03-24 19:33:49;75897099;944d575449;;
2;2016-08-02 14:51:57;;2019-03-24 19:33:27;;43.0817000;'-77.6336000;;;585;us;ny;2019-03-24 19:33:27;75867447;e6f2c606a9;;
2;2012-10-23 13:37:09;;2019-03-24 19:33:33;;;;;;;;;2019-03-24 19:33:33;75875163;041fceb958;;
3;2019-11-20 10:12:36;;2019-11-20 10:12:36;91.182.228.240;50.8451000;4.3512000;;;;be;bru;2019-11-20 10:12:36;188683439;ebf1e02b09;;
5;2015-08-28 09:49:18;;2019-03-24 19:33:42;;'-33.8699000;151.2040000;;;;au;nsw;2019-03-24 19:33:42;75888067;5e62a5fb88;;
5;2015-05-05 13:26:14;;2019-03-24 19:33:35;;52.5143000;13.3846000;;;;de;be;2019-03-24 19:33:35;75878659;7c0a79ed8f;;
3;2019-11-01 11:07:26;;2019-11-01 11:07:26;77.87.179.130;51.5115000;'-0.1275850;;;;uk;wsm;2019-11-01 11:07:26;94534179;4d3eb06695;;
2;2019-07-25 15:42:29;;2019-07-25 15:42:29;157.131.106.212;37.8993000;'-122.2760000;;;510;us;ca;2019-07-25 15:42:29;90829091;d253b4e004;;
5;2016-02-01 15:30:27;;2019-03-24 19:33:56;;51.5173000;'-0.0960390;;;;uk;lnd;2019-03-24 19:33:56;75907027;cf0d108426;;
5;2013-02-05 10:56:46;;2019-03-24 19:33:37;;;;;;;;;2019-03-24 19:33:37;75880875;4e2516549a;;
5;2015-04-21 22:43:42;;2019-03-24 19:33:35;;40.2457000;'-74.9424000;;;215/267/445;us;pa;2019-03-24 19:33:35;75877659;8006085901;;
2;2018-01-22 03:59:01;;2019-03-24 19:33:42;;22.2759000;114.1670000;;;;hk;no region;2019-03-24 19:33:42;75888483;622eb8f5ed;;
3;2016-01-25 13:40:22;;2019-03-24 19:33:54;;;;;;;;;2019-03-24 19:33:54;75904071;bf71e4050b;;
2;2012-09-30 23:04:08;;2019-03-24 19:33:32;;48.8608000;2.3423400;;;;fr;idf;2019-03-24 19:33:32;75873803;371535a866;;
5;2017-06-12 03:13:22;;2019-03-24 19:33:34;;43.4631000;'-80.4493000;;;519;ca;on;2019-03-24 19:33:34;75876563;10be8df2d9;;
2;2012-06-29 08:55:59;;2019-03-24 19:33:58;;38.5392000;'-122.8050000;;;707;us;ca;2019-03-24 19:33:58;75909531;94f567a0fb;;
5;2018-01-17 17:29:15;;2019-03-24 19:33:42;;40.8660000;'-73.5263000;;;516;us;ny;2019-03-24 19:33:42;75888223;3e3e972b4a;;
3;2013-05-17 09:30:29;;2019-03-24 19:33:40;;'-33.9439000;18.4150000;;;;za;wc;2019-03-24 19:33:40;75885735;783acedde9;;
2;2014-09-22 22:02:45;;2019-03-24 19:33:59;;;;;;;;;2019-03-24 19:33:59;75911495;a07e10d3a9;;
4;2012-06-29 08:54:09;;2019-03-24 19:33:27;;;;;;;;;2019-03-24 19:33:27;75866503;26f6377924;;
2;2012-06-29 08:54:41;;2019-03-24 19:33:35;;;;;;;;;2019-03-24 19:33:35;75878603;89d051eb34;;
4;2014-09-05 14:39:43;;2019-03-24 19:33:58;;51.5178000;'-0.1138480;;;;uk;cmd;2019-03-24 19:33:58;75910339;87784c0cf2;;
4;2016-07-26 17:33:24;;2019-03-24 19:33:27;;40.7512000;'-73.9721000;;;212/332/646/917;us;ny;2019-03-24 19:33:27;75867139;45ee191f4a;;
5;2013-05-28 11:10:23;;2019-03-24 19:33:41;;52.1744000;0.1351110;;;;uk;cam;2019-03-24 19:33:41;75886387;d1368417f0;;
2;2013-02-12 05:23:37;;2019-03-24 19:33:37;;;;;;;;;2019-03-24 19:33:37;75881151;d382021277;;
4;2012-06-29 08:54:21;;2019-03-24 19:33:31;;;;;;;;;2019-03-24 19:33:31;75871939;5d003953d1;;
5;2016-08-09 10:11:23;;2019-03-24 19:33:28;;37.7591000;'-122.4390000;;;415/628;us;ca;2019-03-24 19:33:28;75867971;f15660995e;;
5;2014-12-09 17:14:25;;2019-03-24 19:33:27;;48.8722000;2.3128600;;;;fr;idf;2019-03-24 19:33:27;75866571;8b74a092ff;;
2;2015-05-11 23:44:27;;2019-03-24 19:33:36;;;;;;;;;2019-03-24 19:33:36;75879223;0c31c3ed39;;
2;2012-06-29 08:55:08;;2019-03-24 19:33:42;;53.3404000;'-6.2531900;;;;ie;d;2019-03-24 19:33:42;75888119;3658ba9b49;;
2;2012-06-29 08:55:08;;2019-03-24 19:33:44;;;;;;;;;2019-03-24 19:33:44;75891235;98e4a6af11;;
5;2012-06-29 08:55:03;;2019-03-24 19:33:40;;10.2463000;'-67.6087000;;;;ve;d;2019-03-24 19:33:40;75885131;3700e1a4e1;;
2;2014-08-07 14:35:23;;2019-03-24 19:33:56;;51.1497000;4.4753400;;;;be;van;2019-03-24 19:33:56;75907575;f27c135dbe;;
2;2014-09-01 00:50:39;;2019-03-24 19:33:58;;40.7553000;'-73.9920000;;;212/332/646/917;us;ny;2019-03-24 19:33:58;75909695;d0d2f884f8;;
2;2012-06-29 08:54:21;;2019-03-24 19:33:32;;;;;;;;;2019-03-24 19:33:32;75874291;75dd71ca9f;;
5;2016-03-31 05:29:52;;2019-03-24 19:33:23;;39.9599000;116.2980000;;;;cn;bj;2019-03-24 19:33:23;75862235;3455d3b069;;
2;2014-05-27 21:12:14;;2019-03-24 19:33:54;;32.8388000;'-117.2530000;;;858;us;ca;2019-03-24 19:33:54;75903891;f2e1366289;;
2;2013-05-14 06:09:18;;2019-03-24 19:33:40;;;;;;;;;2019-03-24 19:33:40;75885583;af0fc82683;;
2;2012-06-29 08:54:41;;2019-03-24 19:33:34;;;;;;;;;2019-03-24 19:33:34;75876267;c0d2f2c0fb;;
2;2014-08-08 16:32:36;;2019-03-24 19:33:57;;52.1408000;5.0464200;;;;nl;ut;2019-03-24 19:33:57;75907887;a072c1bb01;;
5;2016-08-24 15:58:59;;2019-03-24 19:33:28;;25.0389000;121.5090000;;;;tw;tpe;2019-03-24 19:33:28;75869027;24469e19eb;;
2;2016-12-20 19:19:37;;2019-03-24 19:33:31;;45.5096000;'-73.5592000;;;514;ca;qc;2019-03-24 19:33:31;75872915;474cb8aaeb;;
5;2014-08-18 11:16:01;;2019-03-24 19:33:57;;50.8642000;4.3823500;;;;be;bru;2019-03-24 19:33:57;75908555;e4158bb957;;
4;2013-10-14 23:39:54;;2019-03-24 19:33:45;;45.7336000;4.8745700;;;;fr;ara;2019-03-24 19:33:45;75892183;18030b14f7;;
